GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JQBE001,NAME_M,JQBM001
"G4800150","2006-2010","TX",,,"Texas","48","Austin County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48015",,,"Austin County, Texas",26959,"Austin County, Texas",1681
"G4800170","2006-2010","TX",,,"Texas","48","Bailey County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48017",,,"Bailey County, Texas",18275,"Bailey County, Texas",3235
"G4800190","2006-2010","TX",,,"Texas","48","Bandera County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48019",,,"Bandera County, Texas",24249,"Bandera County, Texas",1895
"G4800210","2006-2010","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48021",,,"Bastrop County, Texas",22918,"Bastrop County, Texas",989
"G4800230","2006-2010","TX",,,"Texas","48","Baylor County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48023",,,"Baylor County, Texas",22894,"Baylor County, Texas",4222
"G4800250","2006-2010","TX",,,"Texas","48","Bee County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48025",,,"Bee County, Texas",14188,"Bee County, Texas",1427
"G4800270","2006-2010","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48027",,,"Bell County, Texas",22722,"Bell County, Texas",413
"G4800290","2006-2010","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48029",,,"Bexar County, Texas",23225,"Bexar County, Texas",197
"G4800310","2006-2010","TX",,,"Texas","48","Blanco County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48031",,,"Blanco County, Texas",27010,"Blanco County, Texas",1891
"G4800330","2006-2010","TX",,,"Texas","48","Borden County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48033",,,"Borden County, Texas",40916,"Borden County, Texas",12072
"G4800350","2006-2010","TX",,,"Texas","48","Bosque County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48035",,,"Bosque County, Texas",21269,"Bosque County, Texas",1229
"G4800370","2006-2010","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48037",,,"Bowie County, Texas",22293,"Bowie County, Texas",896
"G4800390","2006-2010","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48039",,,"Brazoria County, Texas",27529,"Brazoria County, Texas",459
"G4800410","2006-2010","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48041",,,"Brazos County, Texas",21018,"Brazos County, Texas",592
"G4800430","2006-2010","TX",,,"Texas","48","Brewster County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48043",,,"Brewster County, Texas",23577,"Brewster County, Texas",2604
"G4800450","2006-2010","TX",,,"Texas","48","Briscoe County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48045",,,"Briscoe County, Texas",17652,"Briscoe County, Texas",2014
"G4800470","2006-2010","TX",,,"Texas","48","Brooks County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48047",,,"Brooks County, Texas",14728,"Brooks County, Texas",2107
"G4800490","2006-2010","TX",,,"Texas","48","Brown County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48049",,,"Brown County, Texas",20586,"Brown County, Texas",1325
"G4800510","2006-2010","TX",,,"Texas","48","Burleson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48051",,,"Burleson County, Texas",21379,"Burleson County, Texas",1051
"G4800530","2006-2010","TX",,,"Texas","48","Burnet County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48053",,,"Burnet County, Texas",25245,"Burnet County, Texas",1342
"G4800550","2006-2010","TX",,,"Texas","48","Caldwell County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48055",,,"Caldwell County, Texas",18106,"Caldwell County, Texas",1390
"G4800570","2006-2010","TX",,,"Texas","48","Calhoun County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48057",,,"Calhoun County, Texas",22835,"Calhoun County, Texas",3015
"G4800590","2006-2010","TX",,,"Texas","48","Callahan County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48059",,,"Callahan County, Texas",22300,"Callahan County, Texas",1636
"G4800610","2006-2010","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48061",,,"Cameron County, Texas",13695,"Cameron County, Texas",278
"G4800630","2006-2010","TX",,,"Texas","48","Camp County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48063",,,"Camp County, Texas",18710,"Camp County, Texas",1398
"G4800650","2006-2010","TX",,,"Texas","48","Carson County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48065",,,"Carson County, Texas",24977,"Carson County, Texas",1420
"G4800670","2006-2010","TX",,,"Texas","48","Cass County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48067",,,"Cass County, Texas",20137,"Cass County, Texas",1026
"G4800690","2006-2010","TX",,,"Texas","48","Castro County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48069",,,"Castro County, Texas",16073,"Castro County, Texas",1176
"G4800710","2006-2010","TX",,,"Texas","48","Chambers County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48071",,,"Chambers County, Texas",26453,"Chambers County, Texas",1291
"G4800730","2006-2010","TX",,,"Texas","48","Cherokee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48073",,,"Cherokee County, Texas",17230,"Cherokee County, Texas",812
"G4800750","2006-2010","TX",,,"Texas","48","Childress County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48075",,,"Childress County, Texas",16338,"Childress County, Texas",2255
"G4800770","2006-2010","TX",,,"Texas","48","Clay County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48077",,,"Clay County, Texas",24565,"Clay County, Texas",1104
"G4800790","2006-2010","TX",,,"Texas","48","Cochran County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48079",,,"Cochran County, Texas",16018,"Cochran County, Texas",1295
"G4800810","2006-2010","TX",,,"Texas","48","Coke County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48081",,,"Coke County, Texas",18384,"Coke County, Texas",1618
"G4800830","2006-2010","TX",,,"Texas","48","Coleman County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48083",,,"Coleman County, Texas",16494,"Coleman County, Texas",1469
"G4800850","2006-2010","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48085",,,"Collin County, Texas",37362,"Collin County, Texas",434
"G4800870","2006-2010","TX",,,"Texas","48","Collingsworth County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48087",,,"Collingsworth County, Texas",21726,"Collingsworth County, Texas",3388
"G4800890","2006-2010","TX",,,"Texas","48","Colorado County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48089",,,"Colorado County, Texas",22676,"Colorado County, Texas",1151
"G4800910","2006-2010","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48091",,,"Comal County, Texas",31862,"Comal County, Texas",999
"G4800930","2006-2010","TX",,,"Texas","48","Comanche County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48093",,,"Comanche County, Texas",18086,"Comanche County, Texas",1035
"G4800950","2006-2010","TX",,,"Texas","48","Concho County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48095",,,"Concho County, Texas",17731,"Concho County, Texas",3339
"G4800970","2006-2010","TX",,,"Texas","48","Cooke County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48097",,,"Cooke County, Texas",23598,"Cooke County, Texas",1328
"G4800990","2006-2010","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48099",,,"Coryell County, Texas",18936,"Coryell County, Texas",766
"G4801010","2006-2010","TX",,,"Texas","48","Cottle County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48101",,,"Cottle County, Texas",17385,"Cottle County, Texas",1853
"G4801030","2006-2010","TX",,,"Texas","48","Crane County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48103",,,"Crane County, Texas",20185,"Crane County, Texas",2230
"G4801050","2006-2010","TX",,,"Texas","48","Crockett County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48105",,,"Crockett County, Texas",24194,"Crockett County, Texas",7462
"G4801070","2006-2010","TX",,,"Texas","48","Crosby County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48107",,,"Crosby County, Texas",17940,"Crosby County, Texas",1463
"G4801090","2006-2010","TX",,,"Texas","48","Culberson County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48109",,,"Culberson County, Texas",16060,"Culberson County, Texas",4264
"G4801110","2006-2010","TX",,,"Texas","48","Dallam County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48111",,,"Dallam County, Texas",18940,"Dallam County, Texas",1887
"G4801130","2006-2010","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48113",,,"Dallas County, Texas",26185,"Dallas County, Texas",211
"G4801150","2006-2010","TX",,,"Texas","48","Dawson County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48115",,,"Dawson County, Texas",15288,"Dawson County, Texas",1435
"G4801170","2006-2010","TX",,,"Texas","48","Deaf Smith County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48117",,,"Deaf Smith County, Texas",16687,"Deaf Smith County, Texas",879
"G4801190","2006-2010","TX",,,"Texas","48","Delta County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48119",,,"Delta County, Texas",20837,"Delta County, Texas",2432
"G4801210","2006-2010","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48121",,,"Denton County, Texas",32538,"Denton County, Texas",375
"G4801230","2006-2010","TX",,,"Texas","48","DeWitt County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48123",,,"DeWitt County, Texas",20020,"DeWitt County, Texas",1154
"G4801250","2006-2010","TX",,,"Texas","48","Dickens County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48125",,,"Dickens County, Texas",18642,"Dickens County, Texas",2258
"G4801270","2006-2010","TX",,,"Texas","48","Dimmit County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48127",,,"Dimmit County, Texas",14045,"Dimmit County, Texas",1320
"G4801290","2006-2010","TX",,,"Texas","48","Donley County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48129",,,"Donley County, Texas",20137,"Donley County, Texas",2041
"G4801310","2006-2010","TX",,,"Texas","48","Duval County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48131",,,"Duval County, Texas",15134,"Duval County, Texas",1523
"G4801330","2006-2010","TX",,,"Texas","48","Eastland County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48133",,,"Eastland County, Texas",17973,"Eastland County, Texas",1110
"G4801350","2006-2010","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48135",,,"Ector County, Texas",22859,"Ector County, Texas",1013
"G4801370","2006-2010","TX",,,"Texas","48","Edwards County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48137",,,"Edwards County, Texas",31109,"Edwards County, Texas",18009
"G4801390","2006-2010","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48139",,,"Ellis County, Texas",25346,"Ellis County, Texas",502
"G4801410","2006-2010","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48141",,,"El Paso County, Texas",16768,"El Paso County, Texas",194
"G4801430","2006-2010","TX",,,"Texas","48","Erath County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48143",,,"Erath County, Texas",20903,"Erath County, Texas",1042
"G4801450","2006-2010","TX",,,"Texas","48","Falls County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48145",,,"Falls County, Texas",14979,"Falls County, Texas",726
"G4801470","2006-2010","TX",,,"Texas","48","Fannin County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48147",,,"Fannin County, Texas",20221,"Fannin County, Texas",852
"G4801490","2006-2010","TX",,,"Texas","48","Fayette County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48149",,,"Fayette County, Texas",26898,"Fayette County, Texas",1661
"G4801510","2006-2010","TX",,,"Texas","48","Fisher County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48151",,,"Fisher County, Texas",20516,"Fisher County, Texas",1709
"G4801530","2006-2010","TX",,,"Texas","48","Floyd County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48153",,,"Floyd County, Texas",18093,"Floyd County, Texas",1031
"G4801550","2006-2010","TX",,,"Texas","48","Foard County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48155",,,"Foard County, Texas",18368,"Foard County, Texas",2869
"G4801570","2006-2010","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48157",,,"Fort Bend County, Texas",32016,"Fort Bend County, Texas",461
"G4801590","2006-2010","TX",,,"Texas","48","Franklin County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48159",,,"Franklin County, Texas",23821,"Franklin County, Texas",3358
"G4801610","2006-2010","TX",,,"Texas","48","Freestone County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48161",,,"Freestone County, Texas",23235,"Freestone County, Texas",2212
"G4801630","2006-2010","TX",,,"Texas","48","Frio County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48163",,,"Frio County, Texas",15036,"Frio County, Texas",1489
"G4801650","2006-2010","TX",,,"Texas","48","Gaines County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48165",,,"Gaines County, Texas",22785,"Gaines County, Texas",3705
"G4801670","2006-2010","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48167",,,"Galveston County, Texas",28959,"Galveston County, Texas",528
"G4801690","2006-2010","TX",,,"Texas","48","Garza County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48169",,,"Garza County, Texas",16185,"Garza County, Texas",2355
"G4801710","2006-2010","TX",,,"Texas","48","Gillespie County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48171",,,"Gillespie County, Texas",28072,"Gillespie County, Texas",1670
"G4801730","2006-2010","TX",,,"Texas","48","Glasscock County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48173",,,"Glasscock County, Texas",26104,"Glasscock County, Texas",3994
"G4801750","2006-2010","TX",,,"Texas","48","Goliad County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48175",,,"Goliad County, Texas",28120,"Goliad County, Texas",4269
"G4801770","2006-2010","TX",,,"Texas","48","Gonzales County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48177",,,"Gonzales County, Texas",18716,"Gonzales County, Texas",1297
"G4801790","2006-2010","TX",,,"Texas","48","Gray County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48179",,,"Gray County, Texas",20567,"Gray County, Texas",1879
"G4801810","2006-2010","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48181",,,"Grayson County, Texas",23242,"Grayson County, Texas",527
"G4801830","2006-2010","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48183",,,"Gregg County, Texas",23024,"Gregg County, Texas",741
"G4801850","2006-2010","TX",,,"Texas","48","Grimes County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48185",,,"Grimes County, Texas",17365,"Grimes County, Texas",1236
"G4801870","2006-2010","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48187",,,"Guadalupe County, Texas",25218,"Guadalupe County, Texas",627
"G4801890","2006-2010","TX",,,"Texas","48","Hale County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48189",,,"Hale County, Texas",16322,"Hale County, Texas",1011
"G4801910","2006-2010","TX",,,"Texas","48","Hall County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48191",,,"Hall County, Texas",20126,"Hall County, Texas",3547
"G4801930","2006-2010","TX",,,"Texas","48","Hamilton County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48193",,,"Hamilton County, Texas",22429,"Hamilton County, Texas",2899
"G4801950","2006-2010","TX",,,"Texas","48","Hansford County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48195",,,"Hansford County, Texas",21095,"Hansford County, Texas",1646
"G4801970","2006-2010","TX",,,"Texas","48","Hardeman County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48197",,,"Hardeman County, Texas",17401,"Hardeman County, Texas",1884
"G4801990","2006-2010","TX",,,"Texas","48","Hardin County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48199",,,"Hardin County, Texas",23965,"Hardin County, Texas",1000
"G4802010","2006-2010","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48201",,,"Harris County, Texas",26788,"Harris County, Texas",175
"G4802030","2006-2010","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48203",,,"Harrison County, Texas",22019,"Harrison County, Texas",648
"G4802050","2006-2010","TX",,,"Texas","48","Hartley County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48205",,,"Hartley County, Texas",24616,"Hartley County, Texas",3534
"G4802070","2006-2010","TX",,,"Texas","48","Haskell County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48207",,,"Haskell County, Texas",22734,"Haskell County, Texas",2361
"G4802090","2006-2010","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48209",,,"Hays County, Texas",25998,"Hays County, Texas",717
"G4802110","2006-2010","TX",,,"Texas","48","Hemphill County","211",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48211",,,"Hemphill County, Texas",29343,"Hemphill County, Texas",3864
"G4802130","2006-2010","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48213",,,"Henderson County, Texas",21580,"Henderson County, Texas",839
"G4802150","2006-2010","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48215",,,"Hidalgo County, Texas",13480,"Hidalgo County, Texas",219
"G4802170","2006-2010","TX",,,"Texas","48","Hill County","217",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48217",,,"Hill County, Texas",20554,"Hill County, Texas",789
"G4802190","2006-2010","TX",,,"Texas","48","Hockley County","219",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48219",,,"Hockley County, Texas",20255,"Hockley County, Texas",958
"G4802210","2006-2010","TX",,,"Texas","48","Hood County","221",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48221",,,"Hood County, Texas",30687,"Hood County, Texas",1249
"G4802230","2006-2010","TX",,,"Texas","48","Hopkins County","223",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48223",,,"Hopkins County, Texas",21163,"Hopkins County, Texas",934
"G4802250","2006-2010","TX",,,"Texas","48","Houston County","225",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48225",,,"Houston County, Texas",18813,"Houston County, Texas",1524
"G4802270","2006-2010","TX",,,"Texas","48","Howard County","227",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48227",,,"Howard County, Texas",17832,"Howard County, Texas",919
"G4802290","2006-2010","TX",,,"Texas","48","Hudspeth County","229",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48229",,,"Hudspeth County, Texas",11485,"Hudspeth County, Texas",1973
"G4802310","2006-2010","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48231",,,"Hunt County, Texas",21646,"Hunt County, Texas",667
"G4802330","2006-2010","TX",,,"Texas","48","Hutchinson County","233",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48233",,,"Hutchinson County, Texas",21075,"Hutchinson County, Texas",1155
"G4802350","2006-2010","TX",,,"Texas","48","Irion County","235",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48235",,,"Irion County, Texas",31857,"Irion County, Texas",6941
"G4802370","2006-2010","TX",,,"Texas","48","Jack County","237",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48237",,,"Jack County, Texas",21349,"Jack County, Texas",1989
"G4802390","2006-2010","TX",,,"Texas","48","Jackson County","239",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48239",,,"Jackson County, Texas",24337,"Jackson County, Texas",1846
"G4802410","2006-2010","TX",,,"Texas","48","Jasper County","241",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48241",,,"Jasper County, Texas",19182,"Jasper County, Texas",882
"G4802430","2006-2010","TX",,,"Texas","48","Jeff Davis County","243",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48243",,,"Jeff Davis County, Texas",22007,"Jeff Davis County, Texas",3048
"G4802450","2006-2010","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48245",,,"Jefferson County, Texas",22095,"Jefferson County, Texas",477
"G4802470","2006-2010","TX",,,"Texas","48","Jim Hogg County","247",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48247",,,"Jim Hogg County, Texas",17163,"Jim Hogg County, Texas",2313
"G4802490","2006-2010","TX",,,"Texas","48","Jim Wells County","249",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48249",,,"Jim Wells County, Texas",16976,"Jim Wells County, Texas",894
"G4802510","2006-2010","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48251",,,"Johnson County, Texas",23669,"Johnson County, Texas",677
"G4802530","2006-2010","TX",,,"Texas","48","Jones County","253",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48253",,,"Jones County, Texas",15880,"Jones County, Texas",911
"G4802550","2006-2010","TX",,,"Texas","48","Karnes County","255",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48255",,,"Karnes County, Texas",15949,"Karnes County, Texas",2181
"G4802570","2006-2010","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48257",,,"Kaufman County, Texas",23909,"Kaufman County, Texas",539
"G4802590","2006-2010","TX",,,"Texas","48","Kendall County","259",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48259",,,"Kendall County, Texas",36418,"Kendall County, Texas",2586
"G4802610","2006-2010","TX",,,"Texas","48","Kenedy County","261",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48261",,,"Kenedy County, Texas",16655,"Kenedy County, Texas",3940
"G4802630","2006-2010","TX",,,"Texas","48","Kent County","263",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48263",,,"Kent County, Texas",27021,"Kent County, Texas",4342
"G4802650","2006-2010","TX",,,"Texas","48","Kerr County","265",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48265",,,"Kerr County, Texas",25454,"Kerr County, Texas",1113
"G4802670","2006-2010","TX",,,"Texas","48","Kimble County","267",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48267",,,"Kimble County, Texas",27118,"Kimble County, Texas",3429
"G4802690","2006-2010","TX",,,"Texas","48","King County","269",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48269",,,"King County, Texas",39511,"King County, Texas",10765
"G4802710","2006-2010","TX",,,"Texas","48","Kinney County","271",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48271",,,"Kinney County, Texas",14207,"Kinney County, Texas",2298
"G4802730","2006-2010","TX",,,"Texas","48","Kleberg County","273",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48273",,,"Kleberg County, Texas",18580,"Kleberg County, Texas",1260
"G4802750","2006-2010","TX",,,"Texas","48","Knox County","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48275",,,"Knox County, Texas",20375,"Knox County, Texas",1688
"G4802770","2006-2010","TX",,,"Texas","48","Lamar County","277",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48277",,,"Lamar County, Texas",20588,"Lamar County, Texas",766
"G4802790","2006-2010","TX",,,"Texas","48","Lamb County","279",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48279",,,"Lamb County, Texas",17553,"Lamb County, Texas",1053
"G4802810","2006-2010","TX",,,"Texas","48","Lampasas County","281",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48281",,,"Lampasas County, Texas",22943,"Lampasas County, Texas",1770
"G4802830","2006-2010","TX",,,"Texas","48","La Salle County","283",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48283",,,"La Salle County, Texas",13542,"La Salle County, Texas",1709
"G4802850","2006-2010","TX",,,"Texas","48","Lavaca County","285",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48285",,,"Lavaca County, Texas",23168,"Lavaca County, Texas",1410
"G4802870","2006-2010","TX",,,"Texas","48","Lee County","287",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48287",,,"Lee County, Texas",23074,"Lee County, Texas",1499
"G4802890","2006-2010","TX",,,"Texas","48","Leon County","289",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48289",,,"Leon County, Texas",22484,"Leon County, Texas",1478
"G4802910","2006-2010","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48291",,,"Liberty County, Texas",18807,"Liberty County, Texas",676
"G4802930","2006-2010","TX",,,"Texas","48","Limestone County","293",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48293",,,"Limestone County, Texas",18420,"Limestone County, Texas",1723
"G4802950","2006-2010","TX",,,"Texas","48","Lipscomb County","295",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48295",,,"Lipscomb County, Texas",24839,"Lipscomb County, Texas",2473
"G4802970","2006-2010","TX",,,"Texas","48","Live Oak County","297",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48297",,,"Live Oak County, Texas",21540,"Live Oak County, Texas",2085
"G4802990","2006-2010","TX",,,"Texas","48","Llano County","299",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48299",,,"Llano County, Texas",29027,"Llano County, Texas",2382
