GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JQBE001,NAME_M,JQBM001
"G0500450","2006-2010","AR",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05045",,,"Faulkner County, Arkansas",22811,"Faulkner County, Arkansas",794
"G0500470","2006-2010","AR",,,"Arkansas","05","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05047",,,"Franklin County, Arkansas",18010,"Franklin County, Arkansas",1361
"G0500490","2006-2010","AR",,,"Arkansas","05","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05049",,,"Fulton County, Arkansas",17067,"Fulton County, Arkansas",1428
"G0500510","2006-2010","AR",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05051",,,"Garland County, Arkansas",22786,"Garland County, Arkansas",855
"G0500530","2006-2010","AR",,,"Arkansas","05","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05053",,,"Grant County, Arkansas",22229,"Grant County, Arkansas",1251
"G0500550","2006-2010","AR",,,"Arkansas","05","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05055",,,"Greene County, Arkansas",18225,"Greene County, Arkansas",679
"G0500570","2006-2010","AR",,,"Arkansas","05","Hempstead County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05057",,,"Hempstead County, Arkansas",17177,"Hempstead County, Arkansas",1035
"G0500590","2006-2010","AR",,,"Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05059",,,"Hot Spring County, Arkansas",18248,"Hot Spring County, Arkansas",838
"G0500610","2006-2010","AR",,,"Arkansas","05","Howard County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05061",,,"Howard County, Arkansas",18216,"Howard County, Arkansas",2013
"G0500630","2006-2010","AR",,,"Arkansas","05","Independence County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05063",,,"Independence County, Arkansas",19912,"Independence County, Arkansas",1074
"G0500650","2006-2010","AR",,,"Arkansas","05","Izard County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05065",,,"Izard County, Arkansas",17737,"Izard County, Arkansas",1140
"G0500670","2006-2010","AR",,,"Arkansas","05","Jackson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05067",,,"Jackson County, Arkansas",14874,"Jackson County, Arkansas",1083
"G0500690","2006-2010","AR",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05069",,,"Jefferson County, Arkansas",18681,"Jefferson County, Arkansas",855
"G0500710","2006-2010","AR",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05071",,,"Johnson County, Arkansas",16937,"Johnson County, Arkansas",959
"G0500730","2006-2010","AR",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05073",,,"Lafayette County, Arkansas",17699,"Lafayette County, Arkansas",1693
"G0500750","2006-2010","AR",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05075",,,"Lawrence County, Arkansas",15168,"Lawrence County, Arkansas",802
"G0500770","2006-2010","AR",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05077",,,"Lee County, Arkansas",13103,"Lee County, Arkansas",1241
"G0500790","2006-2010","AR",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05079",,,"Lincoln County, Arkansas",15024,"Lincoln County, Arkansas",1603
"G0500810","2006-2010","AR",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05081",,,"Little River County, Arkansas",18808,"Little River County, Arkansas",1278
"G0500830","2006-2010","AR",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05083",,,"Logan County, Arkansas",19121,"Logan County, Arkansas",922
"G0500850","2006-2010","AR",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05085",,,"Lonoke County, Arkansas",22473,"Lonoke County, Arkansas",624
"G0500870","2006-2010","AR",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05087",,,"Madison County, Arkansas",18611,"Madison County, Arkansas",1785
"G0500890","2006-2010","AR",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05089",,,"Marion County, Arkansas",19532,"Marion County, Arkansas",1585
"G0500910","2006-2010","AR",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05091",,,"Miller County, Arkansas",19654,"Miller County, Arkansas",896
"G0500930","2006-2010","AR",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05093",,,"Mississippi County, Arkansas",17736,"Mississippi County, Arkansas",870
"G0500950","2006-2010","AR",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05095",,,"Monroe County, Arkansas",17084,"Monroe County, Arkansas",1437
"G0500970","2006-2010","AR",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05097",,,"Montgomery County, Arkansas",20010,"Montgomery County, Arkansas",3556
"G0500990","2006-2010","AR",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05099",,,"Nevada County, Arkansas",21020,"Nevada County, Arkansas",2656
"G0501010","2006-2010","AR",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05101",,,"Newton County, Arkansas",15904,"Newton County, Arkansas",1274
"G0501030","2006-2010","AR",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05103",,,"Ouachita County, Arkansas",18244,"Ouachita County, Arkansas",761
"G0501050","2006-2010","AR",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05105",,,"Perry County, Arkansas",19844,"Perry County, Arkansas",1235
"G0501070","2006-2010","AR",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05107",,,"Phillips County, Arkansas",15244,"Phillips County, Arkansas",1004
"G0501090","2006-2010","AR",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05109",,,"Pike County, Arkansas",18122,"Pike County, Arkansas",1549
"G0501110","2006-2010","AR",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05111",,,"Poinsett County, Arkansas",16625,"Poinsett County, Arkansas",721
"G0501130","2006-2010","AR",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05113",,,"Polk County, Arkansas",16913,"Polk County, Arkansas",799
"G0501150","2006-2010","AR",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05115",,,"Pope County, Arkansas",19693,"Pope County, Arkansas",715
"G0501170","2006-2010","AR",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05117",,,"Prairie County, Arkansas",18134,"Prairie County, Arkansas",1135
"G0501190","2006-2010","AR",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05119",,,"Pulaski County, Arkansas",27158,"Pulaski County, Arkansas",505
"G0501210","2006-2010","AR",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05121",,,"Randolph County, Arkansas",18751,"Randolph County, Arkansas",1542
"G0501230","2006-2010","AR",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05123",,,"St. Francis County, Arkansas",13693,"St. Francis County, Arkansas",782
"G0501250","2006-2010","AR",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05125",,,"Saline County, Arkansas",24584,"Saline County, Arkansas",541
"G0501270","2006-2010","AR",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05127",,,"Scott County, Arkansas",17668,"Scott County, Arkansas",1517
"G0501290","2006-2010","AR",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05129",,,"Searcy County, Arkansas",15298,"Searcy County, Arkansas",1110
"G0501310","2006-2010","AR",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05131",,,"Sebastian County, Arkansas",22284,"Sebastian County, Arkansas",732
"G0501330","2006-2010","AR",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05133",,,"Sevier County, Arkansas",15590,"Sevier County, Arkansas",1066
"G0501350","2006-2010","AR",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05135",,,"Sharp County, Arkansas",16570,"Sharp County, Arkansas",862
"G0501370","2006-2010","AR",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05137",,,"Stone County, Arkansas",16090,"Stone County, Arkansas",1350
"G0501390","2006-2010","AR",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05139",,,"Union County, Arkansas",20447,"Union County, Arkansas",957
"G0501410","2006-2010","AR",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05141",,,"Van Buren County, Arkansas",17999,"Van Buren County, Arkansas",1155
"G0501430","2006-2010","AR",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05143",,,"Washington County, Arkansas",22421,"Washington County, Arkansas",465
"G0501450","2006-2010","AR",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05145",,,"White County, Arkansas",20900,"White County, Arkansas",961
"G0501470","2006-2010","AR",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05147",,,"Woodruff County, Arkansas",18344,"Woodruff County, Arkansas",1909
"G0501490","2006-2010","AR",,,"Arkansas","05","Yell County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05149",,,"Yell County, Arkansas",16345,"Yell County, Arkansas",797
"G0600010","2006-2010","CA",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06001",,,"Alameda County, California",33961,"Alameda County, California",285
"G0600030","2006-2010","CA",,,"California","06","Alpine County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06003",,,"Alpine County, California",32159,"Alpine County, California",6275
"G0600050","2006-2010","CA",,,"California","06","Amador County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06005",,,"Amador County, California",26329,"Amador County, California",1380
"G0600070","2006-2010","CA",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06007",,,"Butte County, California",23404,"Butte County, California",446
"G0600090","2006-2010","CA",,,"California","06","Calaveras County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06009",,,"Calaveras County, California",28408,"Calaveras County, California",1218
"G0600110","2006-2010","CA",,,"California","06","Colusa County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06011",,,"Colusa County, California",21317,"Colusa County, California",1235
"G0600130","2006-2010","CA",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06013",,,"Contra Costa County, California",37818,"Contra Costa County, California",439
"G0600150","2006-2010","CA",,,"California","06","Del Norte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06015",,,"Del Norte County, California",18974,"Del Norte County, California",1434
"G0600170","2006-2010","CA",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06017",,,"El Dorado County, California",34393,"El Dorado County, California",766
"G0600190","2006-2010","CA",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06019",,,"Fresno County, California",20329,"Fresno County, California",232
"G0600210","2006-2010","CA",,,"California","06","Glenn County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06021",,,"Glenn County, California",19987,"Glenn County, California",1094
"G0600230","2006-2010","CA",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06023",,,"Humboldt County, California",24025,"Humboldt County, California",982
"G0600250","2006-2010","CA",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06025",,,"Imperial County, California",16395,"Imperial County, California",520
"G0600270","2006-2010","CA",,,"California","06","Inyo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06027",,,"Inyo County, California",26762,"Inyo County, California",1162
"G0600290","2006-2010","CA",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06029",,,"Kern County, California",20100,"Kern County, California",260
"G0600310","2006-2010","CA",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06031",,,"Kings County, California",17875,"Kings County, California",485
"G0600330","2006-2010","CA",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06033",,,"Lake County, California",21531,"Lake County, California",777
"G0600350","2006-2010","CA",,,"California","06","Lassen County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06035",,,"Lassen County, California",19756,"Lassen County, California",1379
"G0600370","2006-2010","CA",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06037",,,"Los Angeles County, California",27344,"Los Angeles County, California",125
"G0600390","2006-2010","CA",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06039",,,"Madera County, California",18724,"Madera County, California",621
"G0600410","2006-2010","CA",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06041",,,"Marin County, California",53940,"Marin County, California",1218
"G0600430","2006-2010","CA",,,"California","06","Mariposa County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06043",,,"Mariposa County, California",27064,"Mariposa County, California",1958
"G0600450","2006-2010","CA",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06045",,,"Mendocino County, California",23357,"Mendocino County, California",730
"G0600470","2006-2010","CA",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06047",,,"Merced County, California",18041,"Merced County, California",452
"G0600490","2006-2010","CA",,,"California","06","Modoc County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06049",,,"Modoc County, California",20536,"Modoc County, California",1425
"G0600510","2006-2010","CA",,,"California","06","Mono County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06051",,,"Mono County, California",27321,"Mono County, California",2743
"G0600530","2006-2010","CA",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06053",,,"Monterey County, California",25776,"Monterey County, California",706
"G0600550","2006-2010","CA",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06055",,,"Napa County, California",34310,"Napa County, California",1087
"G0600570","2006-2010","CA",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06057",,,"Nevada County, California",30727,"Nevada County, California",910
"G0600590","2006-2010","CA",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06059",,,"Orange County, California",34017,"Orange County, California",239
"G0600610","2006-2010","CA",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06061",,,"Placer County, California",35680,"Placer County, California",531
"G0600630","2006-2010","CA",,,"California","06","Plumas County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06063",,,"Plumas County, California",28732,"Plumas County, California",2013
"G0600650","2006-2010","CA",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06065",,,"Riverside County, California",24431,"Riverside County, California",196
"G0600670","2006-2010","CA",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06067",,,"Sacramento County, California",26953,"Sacramento County, California",230
"G0600690","2006-2010","CA",,,"California","06","San Benito County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06069",,,"San Benito County, California",25508,"San Benito County, California",1563
"G0600710","2006-2010","CA",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06071",,,"San Bernardino County, California",21867,"San Bernardino County, California",155
"G0600730","2006-2010","CA",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06073",,,"San Diego County, California",30715,"San Diego County, California",194
"G0600750","2006-2010","CA",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06075",,,"San Francisco County, California",45478,"San Francisco County, California",548
"G0600770","2006-2010","CA",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06077",,,"San Joaquin County, California",22851,"San Joaquin County, California",338
"G0600790","2006-2010","CA",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06079",,,"San Luis Obispo County, California",29790,"San Luis Obispo County, California",599
"G0600810","2006-2010","CA",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06081",,,"San Mateo County, California",43958,"San Mateo County, California",539
"G0600830","2006-2010","CA",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06083",,,"Santa Barbara County, California",29731,"Santa Barbara County, California",591
"G0600850","2006-2010","CA",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06085",,,"Santa Clara County, California",39804,"Santa Clara County, California",376
"G0600870","2006-2010","CA",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06087",,,"Santa Cruz County, California",32862,"Santa Cruz County, California",701
"G0600890","2006-2010","CA",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06089",,,"Shasta County, California",23772,"Shasta County, California",622
"G0600910","2006-2010","CA",,,"California","06","Sierra County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06091",,,"Sierra County, California",27389,"Sierra County, California",2767
"G0600930","2006-2010","CA",,,"California","06","Siskiyou County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06093",,,"Siskiyou County, California",22179,"Siskiyou County, California",1047
"G0600950","2006-2010","CA",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06095",,,"Solano County, California",28649,"Solano County, California",391
"G0600970","2006-2010","CA",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06097",,,"Sonoma County, California",32597,"Sonoma County, California",437
"G0600990","2006-2010","CA",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06099",,,"Stanislaus County, California",22064,"Stanislaus County, California",407
"G0601010","2006-2010","CA",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06101",,,"Sutter County, California",22344,"Sutter County, California",619
"G0601030","2006-2010","CA",,,"California","06","Tehama County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06103",,,"Tehama County, California",20198,"Tehama County, California",937
"G0601050","2006-2010","CA",,,"California","06","Trinity County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06105",,,"Trinity County, California",22073,"Trinity County, California",1213
"G0601070","2006-2010","CA",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06107",,,"Tulare County, California",17966,"Tulare County, California",281
"G0601090","2006-2010","CA",,,"California","06","Tuolumne County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06109",,,"Tuolumne County, California",25483,"Tuolumne County, California",943
"G0601110","2006-2010","CA",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06111",,,"Ventura County, California",32348,"Ventura County, California",341
"G0601130","2006-2010","CA",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06113",,,"Yolo County, California",27420,"Yolo County, California",476
"G0601150","2006-2010","CA",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06115",,,"Yuba County, California",19937,"Yuba County, California",702
"G0800010","2006-2010","CO",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08001",,,"Adams County, Colorado",23999,"Adams County, Colorado",310
"G0800030","2006-2010","CO",,,"Colorado","08","Alamosa County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08003",,,"Alamosa County, Colorado",18820,"Alamosa County, Colorado",1096
"G0800050","2006-2010","CO",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08005",,,"Arapahoe County, Colorado",31898,"Arapahoe County, Colorado",353
"G0800070","2006-2010","CO",,,"Colorado","08","Archuleta County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08007",,,"Archuleta County, Colorado",25421,"Archuleta County, Colorado",3871
