GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GNW001
"G4802450","2000","US","3","7","Texas","48","Jefferson","245",,,,,"0",,,,,,,,,,,,,"0840","99","N","9999","9999","9",,,,,,,,,"2340170834","537971766","Jefferson County","A","+29984230","-094061768","06",,,17571
"G4802470","2000","US","3","7","Texas","48","Jim Hogg","247",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2942511204","140391","Jim Hogg County","A","+27126600","-098702434","06",,,12185
"G4802490","2000","US","3","7","Texas","48","Jim Wells","249",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2239089456","9601293","Jim Wells County","A","+27709310","-098085329","06",,,12252
"G4802510","2000","US","3","7","Texas","48","Johnson","251",,,,,"0",,,,,,,,,,,,,"1922","31","N","2800","9999","9",,,,,,,,,"1889198737","13037107","Johnson County","A","+32402071","-097336791","06",,,18400
"G4802530","2000","US","3","7","Texas","48","Jones","253",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2411259657","15894244","Jones County","A","+32787722","-099912391","06",,,13656
"G4802550","2000","US","3","7","Texas","48","Karnes","255",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1943312521","8462078","Karnes County","A","+28881819","-097866278","06",,,13603
"G4802570","2000","US","3","7","Texas","48","Kaufman","257",,,,,"0",,,,,,,,,,,,,"1922","31","N","1920","9999","9",,,,,,,,,"2035841232","53774580","Kaufman County","A","+32615497","-096301838","06",,,18827
"G4802590","2000","US","3","7","Texas","48","Kendall","259",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1715713677","1561929","Kendall County","A","+29897983","-098730829","06",,,24619
"G4802610","2000","US","3","7","Texas","48","Kenedy","261",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3773010533","1266067224","Kenedy County","A","+26860843","-097739000","06",,,17959
"G4802630","2000","US","3","7","Texas","48","Kent","263",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2337024572","1490921","Kent County","A","+33239207","-100718302","06",,,17626
"G4802650","2000","US","3","7","Texas","48","Kerr","265",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2864843926","3988306","Kerr County","A","+30046139","-099197051","06",,,19767
"G4802670","2000","US","3","7","Texas","48","Kimble","267",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3239286360","583223","Kimble County","A","+30509525","-099749155","06",,,17127
"G4802690","2000","US","3","7","Texas","48","King","269",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2362826410","2685451","King County","A","+33605457","-100254446","06",,,12321
"G4802710","2000","US","3","7","Texas","48","Kinney","271",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3531291789","4833582","Kinney County","A","+29304811","-100437118","06",,,15350
"G4802730","2000","US","3","7","Texas","48","Kleberg","273",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2255813548","568033430","Kleberg County","A","+27464841","-097854841","06",,,13542
"G4802750","2000","US","3","7","Texas","48","Knox","275",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2198908360","16649720","Knox County","A","+33534443","-099718024","06",,,13443
"G4802770","2000","US","3","7","Texas","48","Lamar","277",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2374518404","40564794","Lamar County","A","+33652536","-095560721","06",,,17000
"G4802790","2000","US","3","7","Texas","48","Lamb","279",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2631978707","3931575","Lamb County","A","+34057561","-102357212","06",,,15169
"G4802810","2000","US","3","7","Texas","48","Lampasas","281",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1844176651","4976251","Lampasas County","A","+31145134","-098218247","06",,,17184
"G4802830","2000","US","3","7","Texas","48","La Salle","283",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3856100912","13930617","La Salle County","A","+28353773","-099162133","06",,,9692
"G4802850","2000","US","3","7","Texas","48","Lavaca","285",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2512032709","1159937","Lavaca County","A","+29392154","-097002955","06",,,16398
"G4802870","2000","US","3","7","Texas","48","Lee","287",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1627809365","14333023","Lee County","A","+30272047","-096947276","06",,,17163
"G4802890","2000","US","3","7","Texas","48","Leon","289",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2776570491","21593482","Leon County","A","+31275533","-096062949","06",,,17599
"G4802910","2000","US","3","7","Texas","48","Liberty","291",,,,,"0",,,,,,,,,,,,,"3362","42","N","3360","9999","9",,,,,,,,,"3003552406","42850906","Liberty County","A","+30162001","-094846793","06",,,15539
"G4802930","2000","US","3","7","Texas","48","Limestone","293",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2353981956","62865980","Limestone County","A","+31575449","-096551636","06",,,14352
"G4802950","2000","US","3","7","Texas","48","Lipscomb","295",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2414153807","289494","Lipscomb County","A","+36294317","-100288885","06",,,16328
"G4802970","2000","US","3","7","Texas","48","Live Oak","297",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2683999432","110160259","Live Oak County","A","+28310860","-098106712","06",,,15886
"G4802990","2000","US","3","7","Texas","48","Llano","299",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2421028149","81355785","Llano County","A","+30706247","-098555445","06",,,23547
"G4803010","2000","US","3","7","Texas","48","Loving","301",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1743272685","9760042","Loving County","A","+31813308","-103608036","06",,,24084
"G4803030","2000","US","3","7","Texas","48","Lubbock","303",,,,,"0",,,,,,,,,,,,,"4600","99","N","9999","9999","9",,,,,,,,,"2329677242","3115562","Lubbock County","A","+33570085","-101852068","06",,,17323
"G4803050","2000","US","3","7","Texas","48","Lynn","305",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2309964999","4079435","Lynn County","A","+33156818","-101805749","06",,,14090
"G4803070","2000","US","3","7","Texas","48","McCulloch","307",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2769488307","10478800","McCulloch County","A","+31157132","-099339966","06",,,14579
"G4803090","2000","US","3","7","Texas","48","McLennan","309",,,,,"0",,,,,,,,,,,,,"8800","99","N","9999","9999","9",,,,,,,,,"2698463849","47509238","McLennan County","A","+31542166","-097166412","06",,,17174
"G4803110","2000","US","3","7","Texas","48","McMullen","311",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2882656841","76674679","McMullen County","A","+28356089","-098537798","06",,,22258
"G4803130","2000","US","3","7","Texas","48","Madison","313",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1216381800","7242480","Madison County","A","+30951954","-095962810","06",,,14056
"G4803150","2000","US","3","7","Texas","48","Marion","315",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"987323553","101400078","Marion County","A","+32788771","-094416886","06",,,14535
"G4803170","2000","US","3","7","Texas","48","Martin","317",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2369282061","2169665","Martin County","A","+32259437","-101888785","06",,,15647
"G4803190","2000","US","3","7","Texas","48","Mason","319",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2414040796","292441","Mason County","A","+30750115","-099213226","06",,,20931
"G4803210","2000","US","3","7","Texas","48","Matagorda","321",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2886439165","1289110879","Matagorda County","A","+28864957","-096007744","06",,,15709
"G4803230","2000","US","3","7","Texas","48","Maverick","323",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3315379558","30211885","Maverick County","A","+28742950","-100387315","06",,,8758
"G4803250","2000","US","3","7","Texas","48","Medina","325",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3438885559","17523238","Medina County","A","+29294468","-099031199","06",,,15210
"G4803270","2000","US","3","7","Texas","48","Menard","327",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2335942696","877450","Menard County","A","+30897260","-099810170","06",,,15987
"G4803290","2000","US","3","7","Texas","48","Midland","329",,,,,"0",,,,,,,,,,,,,"5800","99","N","9999","9999","9",,,,,,,,,"2331637115","4442320","Midland County","A","+31968193","-102074760","06",,,20369
"G4803310","2000","US","3","7","Texas","48","Milam","331",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2633278710","12830958","Milam County","A","+30780170","-097006180","06",,,16920
"G4803330","2000","US","3","7","Texas","48","Mills","333",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1937595854","4602714","Mills County","A","+31496048","-098594231","06",,,15915
"G4803350","2000","US","3","7","Texas","48","Mitchell","335",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2356990934","15169548","Mitchell County","A","+32344047","-100892798","06",,,14043
"G4803370","2000","US","3","7","Texas","48","Montague","337",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2410403362","20139027","Montague County","A","+33664571","-097742881","06",,,17115
"G4803390","2000","US","3","7","Texas","48","Montgomery","339",,,,,"0",,,,,,,,,,,,,"3362","42","N","3360","9999","9",,,,,,,,,"2704020613","84909518","Montgomery County","A","+30265414","-095465037","06",,,24544
"G4803410","2000","US","3","7","Texas","48","Moore","341",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2330116657","25773583","Moore County","A","+35850272","-101898088","06",,,15214
"G4803430","2000","US","3","7","Texas","48","Morris","343",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"659180684","10693274","Morris County","A","+33059179","-094712072","06",,,15612
"G4803450","2000","US","3","7","Texas","48","Motley","345",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2562476841","1114580","Motley County","A","+34084808","-100789688","06",,,16584
"G4803470","2000","US","3","7","Texas","48","Nacogdoches","347",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2452114653","89521717","Nacogdoches County","A","+31631498","-094629031","06",,,15437
"G4803490","2000","US","3","7","Texas","48","Navarro","349",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2609839096","203332416","Navarro County","A","+32067467","-096463569","06",,,15266
"G4803510","2000","US","3","7","Texas","48","Newton","351",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2415658616","17653209","Newton County","A","+30845264","-093737974","06",,,13381
"G4803530","2000","US","3","7","Texas","48","Nolan","353",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2362020780","5036773","Nolan County","A","+32376394","-100402363","06",,,14077
"G4803550","2000","US","3","7","Texas","48","Nueces","355",,,,,"0",,,,,,,,,,,,,"1880","99","N","9999","9999","9",,,,,,,,,"2164755364","856257213","Nueces County","A","+27747148","-097458944","06",,,17036
"G4803570","2000","US","3","7","Texas","48","Ochiltree","357",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2376457525","1331759","Ochiltree County","A","+36326144","-100829668","06",,,16707
"G4803590","2000","US","3","7","Texas","48","Oldham","359",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3886615734","2037484","Oldham County","A","+35380046","-102558258","06",,,14806
"G4803610","2000","US","3","7","Texas","48","Orange","361",,,,,"0",,,,,,,,,,,,,"0840","99","N","9999","9999","9",,,,,,,,,"923081422","59921529","Orange County","A","+30114604","-093842055","06",,,17554
"G4803630","2000","US","3","7","Texas","48","Palo Pinto","363",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2468071967","84348718","Palo Pinto County","A","+32754148","-098263479","06",,,15454
"G4803650","2000","US","3","7","Texas","48","Panola","365",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2074375834","52882803","Panola County","A","+32156987","-094321976","06",,,15439
"G4803670","2000","US","3","7","Texas","48","Parker","367",,,,,"0",,,,,,,,,,,,,"1922","31","N","2800","9999","9",,,,,,,,,"2340069020","17049193","Parker County","A","+32777806","-097767464","06",,,20305
"G4803690","2000","US","3","7","Texas","48","Parmer","369",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2283491737","9079355","Parmer County","A","+34521153","-102784858","06",,,14184
"G4803710","2000","US","3","7","Texas","48","Pecos","371",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"12337816783","2778713","Pecos County","A","+30931550","-102749343","06",,,12212
"G4803730","2000","US","3","7","Texas","48","Polk","373",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2738296787","136107497","Polk County","A","+30779134","-094895074","06",,,15834
"G4803750","2000","US","3","7","Texas","48","Potter","375",,,,,"0",,,,,,,,,,,,,"0320","99","N","9999","9999","9",,,,,,,,,"2354929123","32987793","Potter County","A","+35257052","-101842212","06",,,14947
"G4803770","2000","US","3","7","Texas","48","Presidio","377",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"9985712134","1942105","Presidio County","A","+29986907","-104235904","06",,,9558
"G4803790","2000","US","3","7","Texas","48","Rains","379",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"601006894","69462780","Rains County","A","+32880391","-095799956","06",,,16442
"G4803810","2000","US","3","7","Texas","48","Randall","381",,,,,"0",,,,,,,,,,,,,"0320","99","N","9999","9999","9",,,,,,,,,"2368367866","20689763","Randall County","A","+35067461","-101890112","06",,,21840
"G4803830","2000","US","3","7","Texas","48","Reagan","383",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3044018790","1767643","Reagan County","A","+31348795","-101511612","06",,,13174
"G4803850","2000","US","3","7","Texas","48","Real","385",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1812766238","337354","Real County","A","+29776707","-099872864","06",,,14321
"G4803870","2000","US","3","7","Texas","48","Red River","387",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2719962161","19245106","Red River County","A","+33611601","-095058100","06",,,15058
"G4803890","2000","US","3","7","Texas","48","Reeves","389",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"6826888706","15733111","Reeves County","A","+31313643","-103605790","06",,,10811
"G4803910","2000","US","3","7","Texas","48","Refugio","391",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1994828931","125439086","Refugio County","A","+28287784","-097209808","06",,,15481
"G4803930","2000","US","3","7","Texas","48","Roberts","393",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2393387054","253733","Roberts County","A","+35804817","-100787162","06",,,20923
"G4803950","2000","US","3","7","Texas","48","Robertson","395",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2213312199","28765353","Robertson County","A","+30980833","-096580176","06",,,14714
"G4803970","2000","US","3","7","Texas","48","Rockwall","397",,,,,"0",,,,,,,,,,,,,"1922","31","N","1920","9999","9",,,,,,,,,"333553739","51571092","Rockwall County","A","+32913348","-096434373","06",,,28573
"G4803990","2000","US","3","7","Texas","48","Runnels","399",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2721376387","16573842","Runnels County","A","+31816321","-099979028","06",,,13577
"G4804010","2000","US","3","7","Texas","48","Rusk","401",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2391980683","39030740","Rusk County","A","+32156777","-094801410","06",,,16674
"G4804030","2000","US","3","7","Texas","48","Sabine","403",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1269790346","223625764","Sabine County","A","+31339367","-093857347","06",,,15821
"G4804050","2000","US","3","7","Texas","48","San Augustine","405",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1367187977","166629181","San Augustine County","A","+31391082","-094155283","06",,,15548
"G4804070","2000","US","3","7","Texas","48","San Jacinto","407",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1477988673","148264361","San Jacinto County","A","+30598679","-095141631","06",,,16144
"G4804090","2000","US","3","7","Texas","48","San Patricio","409",,,,,"0",,,,,,,,,,,,,"1880","99","N","9999","9999","9",,,,,,,,,"1791368475","39911748","San Patricio County","A","+27976423","-097464882","06",,,15425
"G4804110","2000","US","3","7","Texas","48","San Saba","411",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2938251646","9795910","San Saba County","A","+31168667","-098801186","06",,,15309
"G4804130","2000","US","3","7","Texas","48","Schleicher","413",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3394463574","112754","Schleicher County","A","+30878319","-100478772","06",,,15969
"G4804150","2000","US","3","7","Texas","48","Scurry","415",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2337459972","13038421","Scurry County","A","+32691737","-100964154","06",,,15871
"G4804170","2000","US","3","7","Texas","48","Shackelford","417",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2367121102","4105291","Shackelford County","A","+32711401","-099334165","06",,,16341
"G4804190","2000","US","3","7","Texas","48","Shelby","419",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2056734109","104701410","Shelby County","A","+31820788","-094135485","06",,,15186
"G4804210","2000","US","3","7","Texas","48","Sherman","421",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2390641547","422949","Sherman County","A","+36274344","-101931950","06",,,17210
"G4804230","2000","US","3","7","Texas","48","Smith","423",,,,,"0",,,,,,,,,,,,,"8640","99","N","9999","9999","9",,,,,,,,,"2404501444","54556496","Smith County","A","+32334795","-095297019","06",,,19072
"G4804250","2000","US","3","7","Texas","48","Somervell","425",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"484762566","12251698","Somervell County","A","+32246541","-097752803","06",,,18367
"G4804270","2000","US","3","7","Texas","48","Starr","427",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3167618319","16200751","Starr County","A","+26452677","-098774474","06",,,7069
"G4804290","2000","US","3","7","Texas","48","Stephens","429",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2317109919","69506701","Stephens County","A","+32732303","-098857058","06",,,15475
"G4804310","2000","US","3","7","Texas","48","Sterling","431",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2391485484","341137","Sterling County","A","+31818347","-101045503","06",,,16972
"G4804330","2000","US","3","7","Texas","48","Stonewall","433",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2379345373","4046602","Stonewall County","A","+33150313","-100220727","06",,,16094
"G4804350","2000","US","3","7","Texas","48","Sutton","435",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3765230979","1638824","Sutton County","A","+30505128","-100604542","06",,,17105
"G4804370","2000","US","3","7","Texas","48","Swisher","437",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2332099282","643358","Swisher County","A","+34509555","-101749978","06",,,14326
"G4804390","2000","US","3","7","Texas","48","Tarrant","439",,,,,"0",,,,,,,,,,,,,"1922","31","N","2800","9999","9",,,,,,,,,"2236243955","88220413","Tarrant County","A","+32763830","-097265830","06",,,22548
"G4804410","2000","US","3","7","Texas","48","Taylor","441",,,,,"0",,,,,,,,,,,,,"0040","99","N","9999","9999","9",,,,,,,,,"2371459979","9391045","Taylor County","A","+32401025","-099811409","06",,,17176
"G4804430","2000","US","3","7","Texas","48","Terrell","443",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"6106466336","85206","Terrell County","A","+30232490","-102126125","06",,,13721
"G4804450","2000","US","3","7","Texas","48","Terry","445",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2304766336","2742784","Terry County","A","+33188536","-102317447","06",,,13860
"G4804470","2000","US","3","7","Texas","48","Throckmorton","447",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2362944570","8109905","Throckmorton County","A","+33157821","-099199740","06",,,17719
"G4804490","2000","US","3","7","Texas","48","Titus","449",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1063280774","39250144","Titus County","A","+33184931","-094983281","06",,,15501
"G4804510","2000","US","3","7","Texas","48","Tom Green","451",,,,,"0",,,,,,,,,,,,,"7200","99","N","9999","9999","9",,,,,,,,,"3942213774","47758522","Tom Green County","A","+31440631","-100474921","06",,,17325
"G4804530","2000","US","3","7","Texas","48","Travis","453",,,,,"0",,,,,,,,,,,,,"0640","99","N","9999","9999","9",,,,,,,,,"2562287673","84883107","Travis County","A","+30321806","-097769809","06",,,25883
"G4804550","2000","US","3","7","Texas","48","Trinity","455",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1794459095","54799514","Trinity County","A","+31008608","-095204909","06",,,15472
"G4804570","2000","US","3","7","Texas","48","Tyler","457",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2390308009","33167531","Tyler County","A","+30762803","-094373394","06",,,15367
"G4804590","2000","US","3","7","Texas","48","Upshur","459",,,,,"0",,,,,,,,,,,,,"4420","99","N","9999","9999","9",,,,,,,,,"1521988201","13011230","Upshur County","A","+32711049","-094945738","06",,,16358
"G4804610","2000","US","3","7","Texas","48","Upton","461",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3215926954","410400","Upton County","A","+31334168","-102089923","06",,,14274
"G4804630","2000","US","3","7","Texas","48","Uvalde","463",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4031439700","5327766","Uvalde County","A","+29281876","-099732772","06",,,12557
"G4804650","2000","US","3","7","Texas","48","Val Verde","465",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"8211240629","160625533","Val Verde County","A","+29578880","-100990693","06",,,12096
"G4804670","2000","US","3","7","Texas","48","Van Zandt","467",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2197977016","28072492","Van Zandt County","A","+32574390","-095817183","06",,,16930
"G4804690","2000","US","3","7","Texas","48","Victoria","469",,,,,"0",,,,,,,,,,,,,"8750","99","N","9999","9999","9",,,,,,,,,"2285676788","16124140","Victoria County","A","+28793417","-096977127","06",,,18379
"G4804710","2000","US","3","7","Texas","48","Walker","471",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2039485079","36226305","Walker County","A","+30739811","-095528876","06",,,14508
"G4804730","2000","US","3","7","Texas","48","Waller","473",,,,,"0",,,,,,,,,,,,,"3362","42","N","3360","9999","9",,,,,,,,,"1330290181","12600777","Waller County","A","+30021570","-096000851","06",,,16338
"G4804750","2000","US","3","7","Texas","48","Ward","475",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2163914893","652960","Ward County","A","+31517740","-103016977","06",,,14393
"G4804770","2000","US","3","7","Texas","48","Washington","477",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1577876579","31403814","Washington County","A","+30188604","-096411665","06",,,17384
"G4804790","2000","US","3","7","Texas","48","Webb","479",,,,,"0",,,,,,,,,,,,,"4080","99","N","9999","9999","9",,,,,,,,,"8694158147","48417791","Webb County","A","+27591807","-099389849","06",,,10759
"G4804810","2000","US","3","7","Texas","48","Wharton","481",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2823427017","11122548","Wharton County","A","+29254609","-096188591","06",,,15388
"G4804830","2000","US","3","7","Texas","48","Wheeler","483",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2367934666","2786352","Wheeler County","A","+35362391","-100280886","06",,,16083
"G4804850","2000","US","3","7","Texas","48","Wichita","485",,,,,"0",,,,,,,,,,,,,"9080","99","N","9999","9999","9",,,,,,,,,"1625640947","13849876","Wichita County","A","+33942724","-098620090","06",,,16965
"G4804870","2000","US","3","7","Texas","48","Wilbarger","487",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2515040549","18217048","Wilbarger County","A","+34098476","-099244999","06",,,16520
"G4804890","2000","US","3","7","Texas","48","Willacy","489",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1545397740","485746176","Willacy County","A","+26472927","-097759566","06",,,9421
"G4804910","2000","US","3","7","Texas","48","Williamson","491",,,,,"0",,,,,,,,,,,,,"0640","99","N","9999","9999","9",,,,,,,,,"2907952035","31011595","Williamson County","A","+30596722","-097672983","06",,,24547
"G4804930","2000","US","3","7","Texas","48","Wilson","493",,,,,"0",,,,,,,,,,,,,"7240","99","N","9999","9999","9",,,,,,,,,"2090083754","4102967","Wilson County","A","+29195521","-098109284","06",,,17253
"G4804950","2000","US","3","7","Texas","48","Winkler","495",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2178300896","501201","Winkler County","A","+31840505","-103096597","06",,,13725
"G4804970","2000","US","3","7","Texas","48","Wise","497",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2342919126","47052272","Wise County","A","+33205893","-097674285","06",,,17729
"G4804990","2000","US","3","7","Texas","48","Wood","499",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1684066475","118043808","Wood County","A","+32770870","-095375640","06",,,17702
"G4805010","2000","US","3","7","Texas","48","Yoakum","501",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2071347206","33581","Yoakum County","A","+33078114","-102831147","06",,,14504
